External_Id__c,Subject,Account:External_Id__c,Contact:External_Id__c,Type,Status,Origin,Priority,Reason
CASE-000914,Issue #914,ACC-000002,CON-001275,Shipping,Closed,Phone,Low,Network Issue
CASE-000915,Issue #915,ACC-000028,CON-000611,Billing,Closed,Email,Low,Other
CASE-000916,Issue #916,ACC-000249,CON-000871,Electrical,Closed,Web,Medium,Performance
CASE-000917,Issue #917,ACC-000306,CON-000183,Shipping,Closed,Email,Low,Return
CASE-000918,Issue #918,ACC-000201,CON-001445,Connectivity,New,Phone,Medium,Other
CASE-000919,Issue #919,ACC-000189,CON-001250,Equipment,Working,Phone,Low,Bug
CASE-000920,Issue #920,ACC-000137,CON-000119,Equipment,New,Web,Medium,Shipment Damaged
CASE-000921,Issue #921,ACC-000169,CON-000554,Equipment,New,Phone,High,Equipment Complexity
CASE-000922,Issue #922,ACC-000409,CON-000510,Billing,Closed,Web,Low,Performance
CASE-000923,Issue #923,ACC-000467,CON-000535,Electrical,Working,Web,Medium,Performance
CASE-000924,Issue #924,ACC-000251,CON-001013,Software,Working,Phone,Medium,Network Issue
CASE-000925,Issue #925,ACC-000422,CON-001220,Installation,Working,Email,Medium,Performance
CASE-000926,Issue #926,ACC-000251,CON-000669,Connectivity,New,Phone,Medium,Return
CASE-000927,Issue #927,ACC-000318,CON-000530,Electrical,Closed,Email,Low,Other
CASE-000928,Issue #928,ACC-000273,CON-000060,Electrical,New,Web,High,Other
CASE-000929,Issue #929,ACC-000471,CON-000763,Equipment,Closed,Email,Low,Performance
CASE-000930,Issue #930,ACC-000206,CON-000265,Equipment,Closed,Email,Medium,Network Issue
CASE-000931,Issue #931,ACC-000427,CON-001381,Software,New,Email,Low,Shipment Damaged
CASE-000932,Issue #932,ACC-000143,CON-001190,Equipment,Working,Web,Medium,Network Issue
CASE-000933,Issue #933,ACC-000131,CON-000278,Electrical,Working,Email,Low,Return
CASE-000934,Issue #934,ACC-000138,CON-001302,Billing,Working,Web,High,Shipment Damaged
CASE-000935,Issue #935,ACC-000403,CON-001496,Software,Working,Web,Medium,Bug
CASE-000936,Issue #936,ACC-000416,CON-000735,Shipping,Working,Email,Low,Return
CASE-000937,Issue #937,ACC-000418,CON-000872,Software,Working,Phone,Medium,Network Issue
CASE-000938,Issue #938,ACC-000275,CON-000238,Software,Working,Web,Low,Network Issue
CASE-000939,Issue #939,ACC-000127,CON-001297,Software,Closed,Web,Medium,Return
CASE-000940,Issue #940,ACC-000066,CON-000809,Shipping,Closed,Email,Medium,Equipment Complexity
CASE-000941,Issue #941,ACC-000164,CON-000564,Equipment,New,Phone,High,Performance
CASE-000942,Issue #942,ACC-000130,CON-001202,Software,Closed,Phone,High,Bug
CASE-000943,Issue #943,ACC-000232,CON-000961,Shipping,Working,Web,High,Network Issue
CASE-000944,Issue #944,ACC-000306,CON-000320,Electrical,Working,Email,Low,Other
CASE-000945,Issue #945,ACC-000451,CON-000116,Electrical,Working,Phone,High,Network Issue
CASE-000946,Issue #946,ACC-000078,CON-001230,Software,Closed,Phone,Low,Equipment Complexity
CASE-000947,Issue #947,ACC-000433,CON-001024,Software,Closed,Email,Medium,Network Issue
CASE-000948,Issue #948,ACC-000382,CON-000086,Equipment,Working,Phone,Medium,Other
CASE-000949,Issue #949,ACC-000246,CON-001135,Connectivity,Working,Phone,Low,Shipment Damaged
CASE-000950,Issue #950,ACC-000111,CON-001201,Connectivity,Closed,Phone,Low,Network Issue
CASE-000951,Issue #951,ACC-000447,CON-001217,Shipping,Working,Phone,Medium,Shipment Damaged
CASE-000952,Issue #952,ACC-000089,CON-000590,Installation,Working,Web,Medium,Bug
CASE-000953,Issue #953,ACC-000044,CON-001040,Billing,New,Phone,Medium,Network Issue
CASE-000954,Issue #954,ACC-000054,CON-000057,Shipping,Working,Phone,Medium,Shipment Damaged
CASE-000955,Issue #955,ACC-000347,CON-000346,Connectivity,Working,Email,Medium,Network Issue
CASE-000956,Issue #956,ACC-000320,CON-000548,Electrical,Working,Phone,Medium,Network Issue
CASE-000957,Issue #957,ACC-000397,CON-001170,Software,New,Phone,Low,Shipment Damaged
CASE-000958,Issue #958,ACC-000404,CON-001084,Installation,New,Web,Medium,Equipment Complexity
CASE-000959,Issue #959,ACC-000078,CON-000073,Software,Working,Phone,High,Bug
CASE-000960,Issue #960,ACC-000137,CON-000892,Equipment,New,Phone,Low,Shipment Damaged
CASE-000961,Issue #961,ACC-000322,CON-001393,Software,New,Web,High,Equipment Complexity
CASE-000962,Issue #962,ACC-000426,CON-001201,Equipment,Working,Email,Medium,Network Issue
CASE-000963,Issue #963,ACC-000356,CON-000708,Equipment,Closed,Phone,Low,Shipment Damaged
CASE-000964,Issue #964,ACC-000221,CON-000950,Installation,Working,Phone,Low,Performance
CASE-000965,Issue #965,ACC-000328,CON-001306,Billing,New,Email,Low,Other
CASE-000966,Issue #966,ACC-000179,CON-001022,Electrical,Closed,Web,Medium,Other
CASE-000967,Issue #967,ACC-000349,CON-001127,Electrical,Closed,Email,Medium,Other
CASE-000968,Issue #968,ACC-000218,CON-000364,Billing,Closed,Web,High,Bug
CASE-000969,Issue #969,ACC-000302,CON-000510,Software,Working,Phone,High,Shipment Damaged
CASE-000970,Issue #970,ACC-000055,CON-000536,Electrical,Closed,Phone,Medium,Equipment Complexity
CASE-000971,Issue #971,ACC-000022,CON-000724,Electrical,Closed,Phone,Medium,Equipment Complexity
CASE-000972,Issue #972,ACC-000009,CON-001296,Software,Working,Phone,High,Return
CASE-000973,Issue #973,ACC-000219,CON-001209,Connectivity,Closed,Email,Low,Return
CASE-000974,Issue #974,ACC-000171,CON-000803,Installation,Closed,Email,Low,Other
CASE-000975,Issue #975,ACC-000390,CON-001006,Shipping,New,Web,Medium,Equipment Complexity
CASE-000976,Issue #976,ACC-000132,CON-001051,Software,Closed,Phone,Low,Shipment Damaged
CASE-000977,Issue #977,ACC-000254,CON-000036,Electrical,Working,Phone,High,Bug
CASE-000978,Issue #978,ACC-000453,CON-000629,Equipment,Working,Email,Medium,Return
CASE-000979,Issue #979,ACC-000247,CON-000092,Billing,Closed,Phone,Low,Bug
CASE-000980,Issue #980,ACC-000208,CON-000973,Billing,Working,Web,Low,Shipment Damaged
CASE-000981,Issue #981,ACC-000472,CON-000583,Equipment,Working,Email,Low,Shipment Damaged
CASE-000982,Issue #982,ACC-000380,CON-001110,Software,Working,Web,Medium,Return
CASE-000983,Issue #983,ACC-000495,CON-000647,Electrical,Working,Email,Medium,Return
CASE-000984,Issue #984,ACC-000208,CON-001403,Software,Closed,Phone,Low,Return
CASE-000985,Issue #985,ACC-000108,CON-000395,Billing,Closed,Email,High,Network Issue
CASE-000986,Issue #986,ACC-000046,CON-001090,Equipment,Working,Phone,Medium,Shipment Damaged
CASE-000987,Issue #987,ACC-000270,CON-000277,Billing,Closed,Email,Medium,Other
CASE-000988,Issue #988,ACC-000195,CON-001219,Equipment,Closed,Web,Low,Equipment Complexity
CASE-000989,Issue #989,ACC-000124,CON-001075,Electrical,Closed,Web,Medium,Other
CASE-000990,Issue #990,ACC-000470,CON-000386,Connectivity,Working,Web,Low,Bug
CASE-000991,Issue #991,ACC-000362,CON-000038,Billing,Closed,Phone,Medium,Equipment Complexity
CASE-000992,Issue #992,ACC-000293,CON-001277,Equipment,New,Phone,Low,Bug
CASE-000993,Issue #993,ACC-000145,CON-000034,Equipment,Working,Phone,Low,Shipment Damaged
CASE-000994,Issue #994,ACC-000398,CON-001287,Billing,Working,Web,Low,Return
CASE-000995,Issue #995,ACC-000242,CON-001286,Shipping,Working,Phone,Medium,Performance
CASE-000996,Issue #996,ACC-000373,CON-001385,Software,Closed,Email,Low,Other
CASE-000997,Issue #997,ACC-000325,CON-001006,Software,New,Email,Low,Return
CASE-000998,Issue #998,ACC-000169,CON-000213,Billing,Closed,Web,Medium,Return
CASE-000999,Issue #999,ACC-000384,CON-001453,Billing,Working,Phone,High,Network Issue
CASE-001000,Issue #1000,ACC-000162,CON-000970,Billing,Closed,Phone,Medium,Other
CASE-001001,Issue #1001,ACC-000246,CON-001156,Software,Closed,Web,Medium,Shipment Damaged
CASE-001002,Issue #1002,ACC-000174,CON-000555,Billing,New,Web,Medium,Bug
CASE-001003,Issue #1003,ACC-000462,CON-000208,Equipment,Working,Phone,High,Performance
CASE-001004,Issue #1004,ACC-000208,CON-001056,Billing,Working,Web,Medium,Other
CASE-001005,Issue #1005,ACC-000249,CON-001242,Software,Working,Email,High,Other
CASE-001006,Issue #1006,ACC-000120,CON-000842,Installation,Closed,Web,Medium,Bug
CASE-001007,Issue #1007,ACC-000302,CON-000277,Billing,Working,Email,Medium,Other
CASE-001008,Issue #1008,ACC-000307,CON-001431,Shipping,Working,Email,Medium,Return
CASE-001009,Issue #1009,ACC-000149,CON-001045,Billing,Closed,Email,Medium,Bug
CASE-001010,Issue #1010,ACC-000487,CON-000578,Equipment,Closed,Email,Low,Bug
CASE-001011,Issue #1011,ACC-000460,CON-000547,Software,New,Email,Medium,Network Issue
CASE-001012,Issue #1012,ACC-000413,CON-000475,Shipping,Closed,Phone,High,Shipment Damaged
CASE-001013,Issue #1013,ACC-000054,CON-000786,Installation,Closed,Web,High,Bug
CASE-001014,Issue #1014,ACC-000295,CON-000259,Software,New,Email,Medium,Other
CASE-001015,Issue #1015,ACC-000405,CON-000704,Billing,Closed,Email,Low,Return
CASE-001016,Issue #1016,ACC-000005,CON-001188,Billing,New,Email,Medium,Other
CASE-001017,Issue #1017,ACC-000277,CON-000744,Connectivity,Working,Email,Low,Return
CASE-001018,Issue #1018,ACC-000453,CON-001208,Billing,Working,Email,High,Equipment Complexity
CASE-001019,Issue #1019,ACC-000287,CON-000981,Electrical,Working,Email,Medium,Equipment Complexity
CASE-001020,Issue #1020,ACC-000076,CON-000882,Shipping,Working,Web,Low,Equipment Complexity
CASE-001021,Issue #1021,ACC-000031,CON-000658,Shipping,Closed,Phone,Medium,Network Issue
CASE-001022,Issue #1022,ACC-000242,CON-001278,Connectivity,New,Phone,Low,Performance
CASE-001023,Issue #1023,ACC-000171,CON-000904,Installation,Closed,Email,Medium,Equipment Complexity
CASE-001024,Issue #1024,ACC-000152,CON-001230,Shipping,Working,Email,Medium,Return
CASE-001025,Issue #1025,ACC-000209,CON-001147,Connectivity,Working,Phone,Medium,Bug
CASE-001026,Issue #1026,ACC-000263,CON-000078,Installation,Working,Phone,Low,Equipment Complexity
CASE-001027,Issue #1027,ACC-000248,CON-001359,Equipment,New,Phone,Medium,Performance
CASE-001028,Issue #1028,ACC-000038,CON-000970,Electrical,Working,Email,High,Bug
CASE-001029,Issue #1029,ACC-000256,CON-001437,Shipping,Closed,Phone,Low,Other
CASE-001030,Issue #1030,ACC-000323,CON-001242,Software,New,Phone,Low,Other
CASE-001031,Issue #1031,ACC-000444,CON-001160,Connectivity,Working,Web,Low,Other
CASE-001032,Issue #1032,ACC-000398,CON-000669,Connectivity,Closed,Web,Medium,Bug
CASE-001033,Issue #1033,ACC-000046,CON-000613,Billing,Working,Phone,Medium,Equipment Complexity
CASE-001034,Issue #1034,ACC-000087,CON-000303,Installation,Working,Email,Low,Return
CASE-001035,Issue #1035,ACC-000177,CON-000864,Billing,Working,Email,Low,Shipment Damaged
CASE-001036,Issue #1036,ACC-000444,CON-000343,Installation,Closed,Email,Medium,Return
CASE-001037,Issue #1037,ACC-000214,CON-000837,Shipping,New,Phone,Medium,Return
CASE-001038,Issue #1038,ACC-000241,CON-000144,Billing,Closed,Phone,High,Network Issue
CASE-001039,Issue #1039,ACC-000054,CON-001223,Software,Closed,Email,Low,Equipment Complexity
CASE-001040,Issue #1040,ACC-000006,CON-001243,Electrical,Working,Phone,Medium,Equipment Complexity
CASE-001041,Issue #1041,ACC-000388,CON-001019,Shipping,Closed,Email,Low,Performance
CASE-001042,Issue #1042,ACC-000045,CON-000156,Billing,Working,Web,High,Equipment Complexity
CASE-001043,Issue #1043,ACC-000324,CON-001343,Electrical,Working,Phone,Low,Equipment Complexity
CASE-001044,Issue #1044,ACC-000052,CON-000873,Software,Working,Email,Medium,Performance
CASE-001045,Issue #1045,ACC-000058,CON-000540,Electrical,New,Email,High,Equipment Complexity
CASE-001046,Issue #1046,ACC-000333,CON-000496,Connectivity,Working,Email,Low,Return
CASE-001047,Issue #1047,ACC-000075,CON-000745,Installation,Working,Phone,Low,Bug
CASE-001048,Issue #1048,ACC-000438,CON-000128,Connectivity,New,Email,Medium,Performance
CASE-001049,Issue #1049,ACC-000205,CON-000702,Electrical,New,Web,Low,Other
CASE-001050,Issue #1050,ACC-000079,CON-000307,Installation,Closed,Phone,High,Bug
CASE-001051,Issue #1051,ACC-000171,CON-000603,Shipping,Working,Phone,Low,Shipment Damaged
CASE-001052,Issue #1052,ACC-000190,CON-000558,Shipping,Working,Web,High,Other
CASE-001053,Issue #1053,ACC-000374,CON-000607,Equipment,Closed,Web,Medium,Bug
CASE-001054,Issue #1054,ACC-000128,CON-000774,Equipment,Closed,Email,High,Performance
CASE-001055,Issue #1055,ACC-000385,CON-000328,Billing,Working,Web,Low,Equipment Complexity
CASE-001056,Issue #1056,ACC-000311,CON-001368,Shipping,Closed,Web,High,Equipment Complexity
CASE-001057,Issue #1057,ACC-000451,CON-000430,Shipping,Working,Phone,Low,Return
CASE-001058,Issue #1058,ACC-000255,CON-000592,Equipment,New,Phone,Low,Network Issue
CASE-001059,Issue #1059,ACC-000017,CON-000341,Connectivity,Closed,Email,Medium,Network Issue
CASE-001060,Issue #1060,ACC-000093,CON-001276,Electrical,New,Phone,Low,Performance
CASE-001061,Issue #1061,ACC-000087,CON-000460,Software,Working,Email,Low,Other
CASE-001062,Issue #1062,ACC-000042,CON-000087,Software,Working,Web,Medium,Other
CASE-001063,Issue #1063,ACC-000298,CON-000978,Shipping,Closed,Phone,High,Performance
CASE-001064,Issue #1064,ACC-000071,CON-001077,Electrical,Closed,Phone,Medium,Performance
CASE-001065,Issue #1065,ACC-000282,CON-000580,Software,Closed,Phone,High,Performance
CASE-001066,Issue #1066,ACC-000085,CON-000592,Connectivity,Working,Phone,Medium,Network Issue
CASE-001067,Issue #1067,ACC-000500,CON-001150,Shipping,Working,Phone,Low,Performance
CASE-001068,Issue #1068,ACC-000183,CON-000995,Equipment,Working,Email,Low,Return
CASE-001069,Issue #1069,ACC-000106,CON-000793,Connectivity,Working,Phone,Medium,Network Issue
CASE-001070,Issue #1070,ACC-000183,CON-000497,Shipping,Working,Phone,Low,Bug
CASE-001071,Issue #1071,ACC-000102,CON-001388,Billing,Closed,Email,Medium,Return
CASE-001072,Issue #1072,ACC-000461,CON-001495,Equipment,New,Web,Medium,Performance
CASE-001073,Issue #1073,ACC-000389,CON-000116,Software,Working,Web,Medium,Equipment Complexity
CASE-001074,Issue #1074,ACC-000140,CON-000171,Shipping,New,Email,Medium,Network Issue
CASE-001075,Issue #1075,ACC-000001,CON-001035,Billing,Closed,Phone,Medium,Shipment Damaged
CASE-001076,Issue #1076,ACC-000450,CON-000268,Installation,Closed,Email,Low,Return
CASE-001077,Issue #1077,ACC-000218,CON-001378,Software,Closed,Web,Low,Other
CASE-001078,Issue #1078,ACC-000297,CON-000067,Connectivity,Closed,Email,High,Network Issue
CASE-001079,Issue #1079,ACC-000440,CON-000333,Software,Closed,Web,Medium,Network Issue
CASE-001080,Issue #1080,ACC-000044,CON-001166,Connectivity,New,Email,High,Network Issue
CASE-001081,Issue #1081,ACC-000470,CON-000850,Electrical,Closed,Email,Low,Equipment Complexity
CASE-001082,Issue #1082,ACC-000100,CON-001411,Billing,Working,Phone,Low,Shipment Damaged
CASE-001083,Issue #1083,ACC-000096,CON-000407,Installation,New,Web,Low,Other
CASE-001084,Issue #1084,ACC-000006,CON-000136,Software,Closed,Phone,High,Return
CASE-001085,Issue #1085,ACC-000065,CON-000892,Software,Working,Web,Low,Other
CASE-001086,Issue #1086,ACC-000071,CON-000746,Shipping,New,Phone,Medium,Network Issue
CASE-001087,Issue #1087,ACC-000345,CON-000117,Connectivity,Closed,Phone,High,Shipment Damaged
CASE-001088,Issue #1088,ACC-000237,CON-001011,Electrical,Closed,Web,Low,Network Issue
CASE-001089,Issue #1089,ACC-000296,CON-001482,Electrical,Working,Phone,Medium,Network Issue
CASE-001090,Issue #1090,ACC-000448,CON-000454,Billing,New,Web,Low,Equipment Complexity
CASE-001091,Issue #1091,ACC-000180,CON-001461,Electrical,Closed,Phone,Medium,Equipment Complexity
CASE-001092,Issue #1092,ACC-000389,CON-001337,Shipping,Working,Phone,Low,Network Issue
CASE-001093,Issue #1093,ACC-000402,CON-001405,Billing,Closed,Web,Low,Network Issue
CASE-001094,Issue #1094,ACC-000176,CON-000604,Software,Working,Email,High,Other
CASE-001095,Issue #1095,ACC-000379,CON-001129,Electrical,Closed,Phone,Low,Equipment Complexity
CASE-001096,Issue #1096,ACC-000210,CON-001180,Installation,Closed,Email,Low,Performance
CASE-001097,Issue #1097,ACC-000100,CON-000351,Electrical,Closed,Web,Low,Shipment Damaged
CASE-001098,Issue #1098,ACC-000317,CON-000382,Connectivity,New,Phone,Low,Return
CASE-001099,Issue #1099,ACC-000280,CON-001236,Billing,Working,Phone,High,Network Issue
CASE-001100,Issue #1100,ACC-000415,CON-000179,Software,Working,Phone,Low,Shipment Damaged
CASE-001101,Issue #1101,ACC-000470,CON-000437,Billing,New,Web,Medium,Other
CASE-001102,Issue #1102,ACC-000027,CON-001480,Shipping,Working,Email,Medium,Other
CASE-001103,Issue #1103,ACC-000050,CON-001145,Connectivity,Working,Phone,Medium,Performance
CASE-001104,Issue #1104,ACC-000156,CON-000522,Billing,New,Web,Low,Return
CASE-001105,Issue #1105,ACC-000334,CON-000050,Billing,Working,Phone,Medium,Equipment Complexity
CASE-001106,Issue #1106,ACC-000257,CON-000175,Equipment,Working,Web,Low,Equipment Complexity
CASE-001107,Issue #1107,ACC-000435,CON-001336,Electrical,Closed,Email,Medium,Equipment Complexity
CASE-001108,Issue #1108,ACC-000213,CON-001195,Electrical,Working,Email,Medium,Return
CASE-001109,Issue #1109,ACC-000447,CON-000836,Connectivity,Working,Phone,Medium,Shipment Damaged
CASE-001110,Issue #1110,ACC-000357,CON-000756,Electrical,Working,Web,Low,Network Issue
CASE-001111,Issue #1111,ACC-000217,CON-000743,Billing,Closed,Phone,Medium,Equipment Complexity
CASE-001112,Issue #1112,ACC-000435,CON-000896,Electrical,Working,Phone,High,Shipment Damaged
CASE-001113,Issue #1113,ACC-000089,CON-000171,Electrical,New,Web,Medium,Performance
CASE-001114,Issue #1114,ACC-000244,CON-000098,Connectivity,Working,Email,Low,Return
CASE-001115,Issue #1115,ACC-000133,CON-000921,Billing,Working,Email,Medium,Shipment Damaged
CASE-001116,Issue #1116,ACC-000041,CON-000704,Shipping,Working,Email,Medium,Equipment Complexity
CASE-001117,Issue #1117,ACC-000454,CON-000622,Software,New,Phone,Medium,Network Issue
CASE-001118,Issue #1118,ACC-000483,CON-001300,Software,New,Phone,Low,Network Issue
CASE-001119,Issue #1119,ACC-000481,CON-000326,Electrical,Closed,Web,Medium,Shipment Damaged
CASE-001120,Issue #1120,ACC-000284,CON-000595,Connectivity,Closed,Email,Low,Shipment Damaged
CASE-001121,Issue #1121,ACC-000124,CON-001191,Equipment,Closed,Phone,Medium,Return
CASE-001122,Issue #1122,ACC-000131,CON-000286,Electrical,Closed,Email,Medium,Other
CASE-001123,Issue #1123,ACC-000460,CON-001189,Billing,New,Email,Medium,Other
CASE-001124,Issue #1124,ACC-000482,CON-000711,Software,Closed,Phone,Medium,Performance
CASE-001125,Issue #1125,ACC-000182,CON-000212,Connectivity,New,Phone,Medium,Performance
CASE-001126,Issue #1126,ACC-000302,CON-000246,Billing,Working,Phone,Medium,Bug
CASE-001127,Issue #1127,ACC-000086,CON-001472,Software,New,Phone,Medium,Bug
CASE-001128,Issue #1128,ACC-000237,CON-000816,Installation,New,Web,High,Network Issue
CASE-001129,Issue #1129,ACC-000372,CON-000678,Software,Working,Email,Low,Performance
CASE-001130,Issue #1130,ACC-000456,CON-001152,Connectivity,Closed,Email,Low,Bug
CASE-001131,Issue #1131,ACC-000127,CON-000004,Software,Working,Email,Medium,Network Issue
CASE-001132,Issue #1132,ACC-000410,CON-000742,Shipping,Closed,Phone,Low,Bug
CASE-001133,Issue #1133,ACC-000084,CON-000527,Connectivity,Working,Web,High,Shipment Damaged
CASE-001134,Issue #1134,ACC-000196,CON-000525,Connectivity,New,Phone,Low,Shipment Damaged
CASE-001135,Issue #1135,ACC-000310,CON-000826,Connectivity,Closed,Phone,Low,Shipment Damaged
CASE-001136,Issue #1136,ACC-000275,CON-001312,Billing,New,Email,Low,Other
CASE-001137,Issue #1137,ACC-000061,CON-000421,Equipment,New,Web,Low,Performance
CASE-001138,Issue #1138,ACC-000257,CON-000959,Connectivity,Working,Email,Low,Other
CASE-001139,Issue #1139,ACC-000235,CON-001271,Installation,Closed,Phone,High,Other
CASE-001140,Issue #1140,ACC-000337,CON-000976,Shipping,New,Email,Medium,Other
CASE-001141,Issue #1141,ACC-000204,CON-001465,Equipment,Closed,Phone,Low,Performance
CASE-001142,Issue #1142,ACC-000352,CON-001440,Connectivity,Working,Email,Medium,Return
CASE-001143,Issue #1143,ACC-000353,CON-000941,Billing,New,Email,Low,Network Issue
CASE-001144,Issue #1144,ACC-000063,CON-000949,Electrical,Closed,Web,Low,Bug
CASE-001145,Issue #1145,ACC-000423,CON-001490,Connectivity,Closed,Phone,Low,Equipment Complexity
CASE-001146,Issue #1146,ACC-000022,CON-000083,Billing,Working,Email,High,Network Issue
CASE-001147,Issue #1147,ACC-000414,CON-000016,Installation,Working,Email,Medium,Bug
CASE-001148,Issue #1148,ACC-000007,CON-000219,Connectivity,New,Phone,Low,Equipment Complexity
CASE-001149,Issue #1149,ACC-000485,CON-000878,Billing,Working,Web,Low,Other
CASE-001150,Issue #1150,ACC-000107,CON-000089,Billing,New,Web,Low,Shipment Damaged
CASE-001151,Issue #1151,ACC-000369,CON-001252,Software,Working,Email,Low,Performance
CASE-001152,Issue #1152,ACC-000296,CON-000847,Electrical,Closed,Web,Low,Performance
CASE-001153,Issue #1153,ACC-000347,CON-000217,Equipment,New,Email,Low,Return
CASE-001154,Issue #1154,ACC-000054,CON-001265,Connectivity,New,Phone,Low,Other
CASE-001155,Issue #1155,ACC-000473,CON-000132,Equipment,Closed,Web,High,Performance
CASE-001156,Issue #1156,ACC-000232,CON-001478,Electrical,Closed,Email,High,Network Issue
CASE-001157,Issue #1157,ACC-000123,CON-000401,Software,Closed,Web,Low,Equipment Complexity
CASE-001158,Issue #1158,ACC-000396,CON-001500,Connectivity,Closed,Phone,Low,Other
CASE-001159,Issue #1159,ACC-000274,CON-001387,Equipment,Closed,Web,Medium,Equipment Complexity
CASE-001160,Issue #1160,ACC-000476,CON-000944,Software,Working,Phone,Medium,Shipment Damaged
CASE-001161,Issue #1161,ACC-000222,CON-000579,Connectivity,Working,Email,Low,Performance
CASE-001162,Issue #1162,ACC-000297,CON-001033,Billing,New,Email,Low,Performance
CASE-001163,Issue #1163,ACC-000407,CON-001051,Billing,Working,Web,High,Shipment Damaged
CASE-001164,Issue #1164,ACC-000477,CON-000464,Equipment,Closed,Phone,Medium,Shipment Damaged
CASE-001165,Issue #1165,ACC-000223,CON-000373,Equipment,Closed,Web,High,Network Issue
CASE-001166,Issue #1166,ACC-000173,CON-000448,Shipping,Working,Web,Low,Bug
CASE-001167,Issue #1167,ACC-000446,CON-001332,Software,Closed,Email,Medium,Network Issue
CASE-001168,Issue #1168,ACC-000302,CON-000098,Equipment,New,Phone,Low,Other
CASE-001169,Issue #1169,ACC-000448,CON-000170,Installation,New,Phone,Medium,Equipment Complexity
CASE-001170,Issue #1170,ACC-000289,CON-000117,Billing,New,Phone,Medium,Network Issue
CASE-001171,Issue #1171,ACC-000249,CON-001187,Installation,New,Phone,Medium,Return
CASE-001172,Issue #1172,ACC-000455,CON-000473,Connectivity,Working,Web,High,Equipment Complexity
CASE-001173,Issue #1173,ACC-000246,CON-000268,Connectivity,Closed,Email,Low,Network Issue
CASE-001174,Issue #1174,ACC-000292,CON-000488,Installation,Working,Phone,Low,Other
CASE-001175,Issue #1175,ACC-000314,CON-000101,Electrical,Closed,Web,Low,Shipment Damaged
CASE-001176,Issue #1176,ACC-000139,CON-001441,Connectivity,Working,Phone,Medium,Other
CASE-001177,Issue #1177,ACC-000057,CON-000420,Installation,Closed,Web,Low,Return
CASE-001178,Issue #1178,ACC-000264,CON-001215,Shipping,Working,Email,Medium,Other
CASE-001179,Issue #1179,ACC-000063,CON-001416,Equipment,Closed,Phone,Low,Other
CASE-001180,Issue #1180,ACC-000456,CON-001045,Shipping,Working,Phone,Medium,Network Issue
CASE-001181,Issue #1181,ACC-000211,CON-000019,Electrical,Working,Phone,High,Network Issue
CASE-001182,Issue #1182,ACC-000032,CON-000188,Software,Closed,Phone,Medium,Shipment Damaged
CASE-001183,Issue #1183,ACC-000111,CON-001102,Connectivity,Closed,Email,Low,Network Issue
CASE-001184,Issue #1184,ACC-000478,CON-000202,Software,Working,Web,Low,Bug
CASE-001185,Issue #1185,ACC-000269,CON-001485,Shipping,New,Email,Low,Shipment Damaged
CASE-001186,Issue #1186,ACC-000243,CON-000078,Installation,Working,Phone,Low,Equipment Complexity
CASE-001187,Issue #1187,ACC-000414,CON-000702,Equipment,Closed,Web,Medium,Shipment Damaged
CASE-001188,Issue #1188,ACC-000311,CON-000310,Shipping,Closed,Web,Medium,Performance
CASE-001189,Issue #1189,ACC-000318,CON-001062,Installation,Closed,Phone,Medium,Equipment Complexity
CASE-001190,Issue #1190,ACC-000260,CON-001153,Installation,Closed,Phone,Medium,Shipment Damaged
CASE-001191,Issue #1191,ACC-000022,CON-000726,Software,New,Email,High,Bug
CASE-001192,Issue #1192,ACC-000198,CON-000023,Installation,Closed,Phone,Low,Bug
CASE-001193,Issue #1193,ACC-000418,CON-000010,Electrical,Closed,Phone,Medium,Bug
CASE-001194,Issue #1194,ACC-000162,CON-000533,Shipping,Closed,Phone,Low,Other
CASE-001195,Issue #1195,ACC-000049,CON-000193,Software,Working,Phone,High,Return
CASE-001196,Issue #1196,ACC-000330,CON-000276,Billing,Closed,Email,Medium,Performance
CASE-001197,Issue #1197,ACC-000164,CON-000863,Equipment,New,Phone,High,Other
CASE-001198,Issue #1198,ACC-000198,CON-000047,Equipment,Working,Web,Medium,Shipment Damaged
CASE-001199,Issue #1199,ACC-000289,CON-000974,Software,Working,Email,Low,Return
CASE-001200,Issue #1200,ACC-000036,CON-001119,Billing,Working,Web,Medium,Return
CASE-001201,Issue #1201,ACC-000473,CON-001306,Connectivity,New,Email,Medium,Performance
CASE-001202,Issue #1202,ACC-000139,CON-000677,Electrical,Closed,Email,Low,Performance
CASE-001203,Issue #1203,ACC-000405,CON-000809,Software,Closed,Email,Medium,Network Issue
CASE-001204,Issue #1204,ACC-000280,CON-000316,Electrical,Working,Phone,Medium,Network Issue
CASE-001205,Issue #1205,ACC-000088,CON-000988,Installation,New,Phone,Medium,Bug
CASE-001206,Issue #1206,ACC-000437,CON-000632,Equipment,Working,Phone,Low,Performance
CASE-001207,Issue #1207,ACC-000464,CON-001297,Installation,Closed,Web,Medium,Performance
CASE-001208,Issue #1208,ACC-000343,CON-001063,Installation,New,Email,Low,Network Issue
CASE-001209,Issue #1209,ACC-000453,CON-001447,Billing,New,Phone,Low,Shipment Damaged
CASE-001210,Issue #1210,ACC-000381,CON-000498,Software,New,Phone,Low,Bug
CASE-001211,Issue #1211,ACC-000495,CON-000576,Shipping,Closed,Email,Low,Performance
CASE-001212,Issue #1212,ACC-000468,CON-000192,Software,Closed,Email,Medium,Equipment Complexity
CASE-001213,Issue #1213,ACC-000328,CON-001141,Software,New,Email,Low,Return
